x,y,z,time
4.000,3.737,6.061,0.072
4.000,3.737,6.162,0.075
4.000,3.737,6.263,0.077
4.000,3.737,6.364,0.080
4.000,3.737,6.465,0.082
4.000,3.737,6.566,0.084
4.000,3.737,6.667,0.086
4.000,3.737,6.768,0.088
4.000,3.737,6.869,0.089
4.000,3.737,6.970,0.091
4.000,3.737,7.071,0.092
4.000,3.737,7.172,0.093
4.000,3.737,7.273,0.094
4.000,3.737,7.374,0.095
4.000,3.737,7.475,0.096
4.000,3.737,7.576,0.096
4.000,3.737,7.677,0.096
4.000,3.737,7.778,0.096
4.000,3.737,7.879,0.096
4.000,3.737,7.980,0.096
4.000,3.737,8.081,0.095
4.000,3.737,8.182,0.095
4.000,3.737,8.283,0.094
4.000,3.737,8.384,0.092
4.000,3.737,8.485,0.091
4.000,3.737,8.586,0.090
4.000,3.737,8.687,0.088
4.000,3.737,8.788,0.086
4.000,3.737,8.889,0.084
4.000,3.737,8.990,0.082
4.000,3.737,9.091,0.080
4.000,3.737,9.192,0.078
4.000,3.737,9.293,0.075
4.000,3.737,9.394,0.072
4.000,3.737,9.495,0.070
4.000,3.737,9.596,0.067
4.000,3.737,9.697,0.064
4.000,3.737,9.798,0.061
4.000,3.737,9.899,0.058
4.000,3.737,10.000,0.055
4.000,3.737,10.101,0.052
4.000,3.838,0.101,0.063
4.000,3.838,0.202,0.059
4.000,3.838,0.303,0.055
4.000,3.838,0.404,0.052
4.000,3.838,0.505,0.048
4.000,3.838,0.606,0.044
4.000,3.838,0.707,0.041
4.000,3.838,0.808,0.037
4.000,3.838,0.909,0.034
4.000,3.838,1.010,0.031
4.000,3.838,1.111,0.028
4.000,3.838,1.212,0.024
4.000,3.838,1.313,0.022
4.000,3.838,1.414,0.019
4.000,3.838,1.515,0.016
4.000,3.838,1.616,0.014
4.000,3.838,1.717,0.011
4.000,3.838,1.818,0.009
4.000,3.838,1.919,0.007
4.000,3.838,2.020,0.006
4.000,3.838,2.121,0.004
4.000,3.838,2.222,0.003
4.000,3.838,2.323,0.002
4.000,3.838,2.424,0.001
4.000,3.838,2.525,0.000
4.000,3.838,2.626,0.000
4.000,3.838,2.727,0.000
4.000,3.838,2.828,0.000
4.000,3.838,2.929,0.000
4.000,3.838,3.030,0.001
4.000,3.838,3.131,0.002
4.000,3.838,3.232,0.003
4.000,3.838,3.333,0.004
4.000,3.838,3.434,0.006
4.000,3.838,3.535,0.007
4.000,3.838,3.636,0.009
4.000,3.838,3.737,0.011
4.000,3.838,3.838,0.013
4.000,3.838,3.939,0.016
4.000,3.838,4.040,0.019
4.000,3.838,4.141,0.021
4.000,3.838,4.242,0.024
4.000,3.838,4.343,0.027
4.000,3.838,4.444,0.030
4.000,3.838,4.545,0.034
4.000,3.838,4.646,0.037
4.000,3.838,4.747,0.041
4.000,3.838,4.848,0.044
4.000,3.838,4.949,0.048
4.000,3.838,5.051,0.051
4.000,3.838,5.152,0.055
4.000,3.838,5.253,0.059
4.000,3.838,5.354,0.062
4.000,3.838,5.455,0.066
4.000,3.838,5.556,0.070
4.000,3.838,5.657,0.073
4.000,3.838,5.758,0.077
4.000,3.838,5.859,0.080
4.000,3.838,5.960,0.084
4.000,3.838,6.061,0.087
4.000,3.838,6.162,0.090
4.000,3.838,6.263,0.093
4.000,3.838,6.364,0.096
4.000,3.838,6.465,0.099
4.000,3.838,6.566,0.101
4.000,3.838,6.667,0.103
4.000,3.838,6.768,0.106
4.000,3.838,6.869,0.108
4.000,3.838,6.970,0.109
4.000,3.838,7.071,0.111
4.000,3.838,7.172,0.112
4.000,3.838,7.273,0.114
4.000,3.838,7.374,0.114
4.000,3.838,7.475,0.115
4.000,3.838,7.576,0.116
4.000,3.838,7.677,0.116
4.000,3.838,7.778,0.116
4.000,3.838,7.879,0.116
4.000,3.838,7.980,0.115
4.000,3.838,8.081,0.115
4.000,3.838,8.182,0.114
4.000,3.838,8.283,0.113
4.000,3.838,8.384,0.111
4.000,3.838,8.485,0.110
4.000,3.838,8.586,0.108
4.000,3.838,8.687,0.106
4.000,3.838,8.788,0.104
4.000,3.838,8.889,0.101
4.000,3.838,8.990,0.099
4.000,3.838,9.091,0.096
4.000,3.838,9.192,0.093
4.000,3.838,9.293,0.090
4.000,3.838,9.394,0.087
4.000,3.838,9.495,0.084
4.000,3.838,9.596,0.081
4.000,3.838,9.697,0.077
4.000,3.838,9.798,0.074
4.000,3.838,9.899,0.070
4.000,3.838,10.000,0.066
4.000,3.838,10.101,0.063
4.000,3.939,0.101,0.074
4.000,3.939,0.202,0.070
4.000,3.939,0.303,0.065
4.000,3.939,0.404,0.061
4.000,3.939,0.505,0.057
4.000,3.939,0.606,0.053
4.000,3.939,0.707,0.048
4.000,3.939,0.808,0.044
4.000,3.939,0.909,0.040
4.000,3.939,1.010,0.036
4.000,3.939,1.111,0.033
4.000,3.939,1.212,0.029
4.000,3.939,1.313,0.025
4.000,3.939,1.414,0.022
4.000,3.939,1.515,0.019
4.000,3.939,1.616,0.016
4.000,3.939,1.717,0.013
4.000,3.939,1.818,0.011
4.000,3.939,1.919,0.009
4.000,3.939,2.020,0.007
4.000,3.939,2.121,0.005
4.000,3.939,2.222,0.003
4.000,3.939,2.323,0.002
4.000,3.939,2.424,0.001
4.000,3.939,2.525,0.001
4.000,3.939,2.626,0.000
4.000,3.939,2.727,0.000
4.000,3.939,2.828,0.000
4.000,3.939,2.929,0.001
4.000,3.939,3.030,0.001
4.000,3.939,3.131,0.002
4.000,3.939,3.232,0.003
4.000,3.939,3.333,0.005
4.000,3.939,3.434,0.007
4.000,3.939,3.535,0.009
4.000,3.939,3.636,0.011
4.000,3.939,3.737,0.013
4.000,3.939,3.838,0.016
4.000,3.939,3.939,0.019
4.000,3.939,4.040,0.022
4.000,3.939,4.141,0.025
4.000,3.939,4.242,0.029
4.000,3.939,4.343,0.032
4.000,3.939,4.444,0.036
4.000,3.939,4.545,0.040
4.000,3.939,4.646,0.044
4.000,3.939,4.747,0.048
4.000,3.939,4.848,0.052
4.000,3.939,4.949,0.056
4.000,3.939,5.051,0.061
4.000,3.939,5.152,0.065
4.000,3.939,5.253,0.069
4.000,3.939,5.354,0.074
4.000,3.939,5.455,0.078
4.000,3.939,5.556,0.082
4.000,3.939,5.657,0.087
4.000,3.939,5.758,0.091
4.000,3.939,5.859,0.095
4.000,3.939,5.960,0.099
4.000,3.939,6.061,0.103
4.000,3.939,6.162,0.106
4.000,3.939,6.263,0.110
4.000,3.939,6.364,0.113
4.000,3.939,6.465,0.116
4.000,3.939,6.566,0.119
4.000,3.939,6.667,0.122
4.000,3.939,6.768,0.125
4.000,3.939,6.869,0.127
4.000,3.939,6.970,0.129
4.000,3.939,7.071,0.131
4.000,3.939,7.172,0.133
4.000,3.939,7.273,0.134
4.000,3.939,7.374,0.135
4.000,3.939,7.475,0.136
4.000,3.939,7.576,0.137
4.000,3.939,7.677,0.137
4.000,3.939,7.778,0.137
4.000,3.939,7.879,0.137
4.000,3.939,7.980,0.136
4.000,3.939,8.081,0.135
4.000,3.939,8.182,0.134
4.000,3.939,8.283,0.133
4.000,3.939,8.384,0.131
4.000,3.939,8.485,0.130
4.000,3.939,8.586,0.127
4.000,3.939,8.687,0.125
4.000,3.939,8.788,0.123
4.000,3.939,8.889,0.120
4.000,3.939,8.990,0.117
4.000,3.939,9.091,0.114
4.000,3.939,9.192,0.110
4.000,3.939,9.293,0.107
4.000,3.939,9.394,0.103
4.000,3.939,9.495,0.099
4.000,3.939,9.596,0.095
4.000,3.939,9.697,0.091
4.000,3.939,9.798,0.087
4.000,3.939,9.899,0.083
4.000,3.939,10.000,0.078
4.000,3.939,10.101,0.074
4.000,4.040,0.101,0.086
4.000,4.040,0.202,0.081
4.000,4.040,0.303,0.076
4.000,4.040,0.404,0.071
4.000,4.040,0.505,0.066
4.000,4.040,0.606,0.061
4.000,4.040,0.707,0.056
4.000,4.040,0.808,0.052
4.000,4.040,0.909,0.047
4.000,4.040,1.010,0.042
4.000,4.040,1.111,0.038
4.000,4.040,1.212,0.034
4.000,4.040,1.313,0.030
4.000,4.040,1.414,0.026
4.000,4.040,1.515,0.022
4.000,4.040,1.616,0.019
4.000,4.040,1.717,0.016
4.000,4.040,1.818,0.013
4.000,4.040,1.919,0.010
4.000,4.040,2.020,0.008
4.000,4.040,2.121,0.006
4.000,4.040,2.222,0.004
4.000,4.040,2.323,0.003
4.000,4.040,2.424,0.001
4.000,4.040,2.525,0.001
4.000,4.040,2.626,0.000
4.000,4.040,2.727,0.000
4.000,4.040,2.828,0.000
4.000,4.040,2.929,0.001
4.000,4.040,3.030,0.001
4.000,4.040,3.131,0.002
4.000,4.040,3.232,0.004
4.000,4.040,3.333,0.006
4.000,4.040,3.434,0.008
4.000,4.040,3.535,0.010
4.000,4.040,3.636,0.013
4.000,4.040,3.737,0.015
4.000,4.040,3.838,0.019
4.000,4.040,3.939,0.022
4.000,4.040,4.040,0.025
4.000,4.040,4.141,0.029
4.000,4.040,4.242,0.033
4.000,4.040,4.343,0.038
4.000,4.040,4.444,0.042
4.000,4.040,4.545,0.046
4.000,4.040,4.646,0.051
4.000,4.040,4.747,0.056
4.000,4.040,4.848,0.061
4.000,4.040,4.949,0.066
4.000,4.040,5.051,0.071
4.000,4.040,5.152,0.076
4.000,4.040,5.253,0.081
4.000,4.040,5.354,0.086
4.000,4.040,5.455,0.091
4.000,4.040,5.556,0.096
4.000,4.040,5.657,0.101
4.000,4.040,5.758,0.106
4.000,4.040,5.859,0.110
4.000,4.040,5.960,0.115
4.000,4.040,6.061,0.119
4.000,4.040,6.162,0.124
4.000,4.040,6.263,0.128
4.000,4.040,6.364,0.132
4.000,4.040,6.465,0.136
4.000,4.040,6.566,0.139
4.000,4.040,6.667,0.142
4.000,4.040,6.768,0.145
4.000,4.040,6.869,0.148
4.000,4.040,6.970,0.151
4.000,4.040,7.071,0.153
4.000,4.040,7.172,0.155
4.000,4.040,7.273,0.156
4.000,4.040,7.374,0.158
4.000,4.040,7.475,0.159
4.000,4.040,7.576,0.159
4.000,4.040,7.677,0.160
4.000,4.040,7.778,0.160
4.000,4.040,7.879,0.159
4.000,4.040,7.980,0.159
4.000,4.040,8.081,0.158
4.000,4.040,8.182,0.156
4.000,4.040,8.283,0.155
4.000,4.040,8.384,0.153
4.000,4.040,8.485,0.151
4.000,4.040,8.586,0.148
4.000,4.040,8.687,0.146
4.000,4.040,8.788,0.143
4.000,4.040,8.889,0.139
4.000,4.040,8.990,0.136
4.000,4.040,9.091,0.132
4.000,4.040,9.192,0.128
4.000,4.040,9.293,0.124
4.000,4.040,9.394,0.120
4.000,4.040,9.495,0.115
4.000,4.040,9.596,0.111
4.000,4.040,9.697,0.106
4.000,4.040,9.798,0.101
4.000,4.040,9.899,0.096
4.000,4.040,10.000,0.091
4.000,4.040,10.101,0.086
4.000,4.141,0.101,0.099
4.000,4.141,0.202,0.093
4.000,4.141,0.303,0.088
4.000,4.141,0.404,0.082
4.000,4.141,0.505,0.076
4.000,4.141,0.606,0.070
4.000,4.141,0.707,0.065
4.000,4.141,0.808,0.059
4.000,4.141,0.909,0.054
4.000,4.141,1.010,0.049
4.000,4.141,1.111,0.044
4.000,4.141,1.212,0.039
4.000,4.141,1.313,0.034
4.000,4.141,1.414,0.030
4.000,4.141,1.515,0.026
4.000,4.141,1.616,0.022
4.000,4.141,1.717,0.018
4.000,4.141,1.818,0.015
4.000,4.141,1.919,0.012
4.000,4.141,2.020,0.009
4.000,4.141,2.121,0.007
4.000,4.141,2.222,0.005
4.000,4.141,2.323,0.003
4.000,4.141,2.424,0.002
4.000,4.141,2.525,0.001
4.000,4.141,2.626,0.000
4.000,4.141,2.727,0.000
4.000,4.141,2.828,0.000
4.000,4.141,2.929,0.001
4.000,4.141,3.030,0.002
4.000,4.141,3.131,0.003
4.000,4.141,3.232,0.004
4.000,4.141,3.333,0.006
4.000,4.141,3.434,0.009
4.000,4.141,3.535,0.011
4.000,4.141,3.636,0.014
4.000,4.141,3.737,0.018
4.000,4.141,3.838,0.021
4.000,4.141,3.939,0.025
4.000,4.141,4.040,0.029
4.000,4.141,4.141,0.034
4.000,4.141,4.242,0.038
4.000,4.141,4.343,0.043
4.000,4.141,4.444,0.048
4.000,4.141,4.545,0.053
4.000,4.141,4.646,0.059
4.000,4.141,4.747,0.064
4.000,4.141,4.848,0.070
4.000,4.141,4.949,0.076
4.000,4.141,5.051,0.081
4.000,4.141,5.152,0.087
4.000,4.141,5.253,0.093
4.000,4.141,5.354,0.099
4.000,4.141,5.455,0.105
4.000,4.141,5.556,0.110
4.000,4.141,5.657,0.116
4.000,4.141,5.758,0.121
4.000,4.141,5.859,0.127
4.000,4.141,5.960,0.132
4.000,4.141,6.061,0.137
4.000,4.141,6.162,0.142
4.000,4.141,6.263,0.147
4.000,4.141,6.364,0.152
4.000,4.141,6.465,0.156
4.000,4.141,6.566,0.160
4.000,4.141,6.667,0.164
4.000,4.141,6.768,0.167
4.000,4.141,6.869,0.170
4.000,4.141,6.970,0.173
4.000,4.141,7.071,0.176
4.000,4.141,7.172,0.178
4.000,4.141,7.273,0.180
4.000,4.141,7.374,0.181
4.000,4.141,7.475,0.182
4.000,4.141,7.576,0.183
4.000,4.141,7.677,0.183
4.000,4.141,7.778,0.183
4.000,4.141,7.879,0.183
4.000,4.141,7.980,0.182
4.000,4.141,8.081,0.181
4.000,4.141,8.182,0.180
4.000,4.141,8.283,0.178
4.000,4.141,8.384,0.176
4.000,4.141,8.485,0.173
4.000,4.141,8.586,0.171
4.000,4.141,8.687,0.167
4.000,4.141,8.788,0.164
4.000,4.141,8.889,0.160
4.000,4.141,8.990,0.156
4.000,4.141,9.091,0.152
4.000,4.141,9.192,0.148
4.000,4.141,9.293,0.143
4.000,4.141,9.394,0.138
4.000,4.141,9.495,0.133
4.000,4.141,9.596,0.127
4.000,4.141,9.697,0.122
4.000,4.141,9.798,0.116
4.000,4.141,9.899,0.111
4.000,4.141,10.000,0.105
4.000,4.141,10.101,0.099
4.000,4.242,0.101,0.113
4.000,4.242,0.202,0.106
4.000,4.242,0.303,0.100
4.000,4.242,0.404,0.093
4.000,4.242,0.505,0.087
4.000,4.242,0.606,0.080
4.000,4.242,0.707,0.074
4.000,4.242,0.808,0.067
4.000,4.242,0.909,0.061
4.000,4.242,1.010,0.055
4.000,4.242,1.111,0.050
4.000,4.242,1.212,0.044
4.000,4.242,1.313,0.039
4.000,4.242,1.414,0.034
4.000,4.242,1.515,0.029
4.000,4.242,1.616,0.025
4.000,4.242,1.717,0.021
4.000,4.242,1.818,0.017
4.000,4.242,1.919,0.013
4.000,4.242,2.020,0.010
4.000,4.242,2.121,0.008
4.000,4.242,2.222,0.005
4.000,4.242,2.323,0.003
4.000,4.242,2.424,0.002
4.000,4.242,2.525,0.001
4.000,4.242,2.626,0.000
4.000,4.242,2.727,0.000
4.000,4.242,2.828,0.000
4.000,4.242,2.929,0.001
4.000,4.242,3.030,0.002
4.000,4.242,3.131,0.003
4.000,4.242,3.232,0.005
4.000,4.242,3.333,0.007
4.000,4.242,3.434,0.010
4.000,4.242,3.535,0.013
4.000,4.242,3.636,0.016
4.000,4.242,3.737,0.020
4.000,4.242,3.838,0.024
4.000,4.242,3.939,0.029
4.000,4.242,4.040,0.033
4.000,4.242,4.141,0.038
4.000,4.242,4.242,0.044
4.000,4.242,4.343,0.049
4.000,4.242,4.444,0.055
4.000,4.242,4.545,0.061
4.000,4.242,4.646,0.067
4.000,4.242,4.747,0.073
4.000,4.242,4.848,0.079
4.000,4.242,4.949,0.086
4.000,4.242,5.051,0.092
4.000,4.242,5.152,0.099
4.000,4.242,5.253,0.106
4.000,4.242,5.354,0.112
4.000,4.242,5.455,0.119
4.000,4.242,5.556,0.125
4.000,4.242,5.657,0.132
4.000,4.242,5.758,0.138
4.000,4.242,5.859,0.144
4.000,4.242,5.960,0.150
4.000,4.242,6.061,0.156
4.000,4.242,6.162,0.162
4.000,4.242,6.263,0.167
4.000,4.242,6.364,0.172
4.000,4.242,6.465,0.177
4.000,4.242,6.566,0.182
4.000,4.242,6.667,0.186
4.000,4.242,6.768,0.190
4.000,4.242,6.869,0.194
4.000,4.242,6.970,0.197
4.000,4.242,7.071,0.200
4.000,4.242,7.172,0.202
4.000,4.242,7.273,0.204
4.000,4.242,7.374,0.206
4.000,4.242,7.475,0.207
4.000,4.242,7.576,0.208
4.000,4.242,7.677,0.209
4.000,4.242,7.778,0.209
4.000,4.242,7.879,0.208
4.000,4.242,7.980,0.207
4.000,4.242,8.081,0.206
4.000,4.242,8.182,0.205
4.000,4.242,8.283,0.202
4.000,4.242,8.384,0.200
4.000,4.242,8.485,0.197
4.000,4.242,8.586,0.194
4.000,4.242,8.687,0.190
4.000,4.242,8.788,0.187
4.000,4.242,8.889,0.182
4.000,4.242,8.990,0.178
4.000,4.242,9.091,0.173
4.000,4.242,9.192,0.168
4.000,4.242,9.293,0.162
4.000,4.242,9.394,0.157
4.000,4.242,9.495,0.151
4.000,4.242,9.596,0.145
4.000,4.242,9.697,0.139
4.000,4.242,9.798,0.132
4.000,4.242,9.899,0.126
4.000,4.242,10.000,0.120
4.000,4.242,10.101,0.113
4.000,4.343,0.101,0.127
4.000,4.343,0.202,0.120
4.000,4.343,0.303,0.112
4.000,4.343,0.404,0.105
4.000,4.343,0.505,0.097
4.000,4.343,0.606,0.090
4.000,4.343,0.707,0.083
4.000,4.343,0.808,0.076
4.000,4.343,0.909,0.069
4.000,4.343,1.010,0.062
4.000,4.343,1.111,0.056
4.000,4.343,1.212,0.050
4.000,4.343,1.313,0.044
4.000,4.343,1.414,0.038
4.000,4.343,1.515,0.033
4.000,4.343,1.616,0.028
4.000,4.343,1.717,0.023
4.000,4.343,1.818,0.019
4.000,4.343,1.919,0.015
4.000,4.343,2.020,0.012
4.000,4.343,2.121,0.009
4.000,4.343,2.222,0.006
4.000,4.343,2.323,0.004
4.000,4.343,2.424,0.002
4.000,4.343,2.525,0.001
4.000,4.343,2.626,0.000
4.000,4.343,2.727,0.000
4.000,4.343,2.828,0.000
4.000,4.343,2.929,0.001
4.000,4.343,3.030,0.002
4.000,4.343,3.131,0.004
4.000,4.343,3.232,0.006
4.000,4.343,3.333,0.008
4.000,4.343,3.434,0.011
4.000,4.343,3.535,0.015
4.000,4.343,3.636,0.018
4.000,4.343,3.737,0.023
4.000,4.343,3.838,0.027
4.000,4.343,3.939,0.032
4.000,4.343,4.040,0.038
4.000,4.343,4.141,0.043
4.000,4.343,4.242,0.049
4.000,4.343,4.343,0.055
4.000,4.343,4.444,0.062
4.000,4.343,4.545,0.068
4.000,4.343,4.646,0.075
4.000,4.343,4.747,0.082
4.000,4.343,4.848,0.089
4.000,4.343,4.949,0.097
4.000,4.343,5.051,0.104
4.000,4.343,5.152,0.112
4.000,4.343,5.253,0.119
4.000,4.343,5.354,0.126
4.000,4.343,5.455,0.134
4.000,4.343,5.556,0.141
4.000,4.343,5.657,0.148
4.000,4.343,5.758,0.156
4.000,4.343,5.859,0.163
4.000,4.343,5.960,0.169
4.000,4.343,6.061,0.176
4.000,4.343,6.162,0.182
4.000,4.343,6.263,0.188
4.000,4.343,6.364,0.194
4.000,4.343,6.465,0.200
4.000,4.343,6.566,0.205
4.000,4.343,6.667,0.210
4.000,4.343,6.768,0.214
4.000,4.343,6.869,0.218
4.000,4.343,6.970,0.222
4.000,4.343,7.071,0.225
4.000,4.343,7.172,0.228
4.000,4.343,7.273,0.230
4.000,4.343,7.374,0.232
4.000,4.343,7.475,0.233
4.000,4.343,7.576,0.234
4.000,4.343,7.677,0.235
4.000,4.343,7.778,0.235
4.000,4.343,7.879,0.235
4.000,4.343,7.980,0.234
4.000,4.343,8.081,0.232
4.000,4.343,8.182,0.230
4.000,4.343,8.283,0.228
4.000,4.343,8.384,0.225
4.000,4.343,8.485,0.222
4.000,4.343,8.586,0.219
4.000,4.343,8.687,0.215
4.000,4.343,8.788,0.210
4.000,4.343,8.889,0.205
4.000,4.343,8.990,0.200
4.000,4.343,9.091,0.195
4.000,4.343,9.192,0.189
4.000,4.343,9.293,0.183
4.000,4.343,9.394,0.177
4.000,4.343,9.495,0.170
4.000,4.343,9.596,0.163
4.000,4.343,9.697,0.156
4.000,4.343,9.798,0.149
4.000,4.343,9.899,0.142
4.000,4.343,10.000,0.135
4.000,4.343,10.101,0.127
4.000,4.444,0.101,0.142
4.000,4.444,0.202,0.134
4.000,4.444,0.303,0.125
4.000,4.444,0.404,0.117
4.000,4.444,0.505,0.109
4.000,4.444,0.606,0.101
4.000,4.444,0.707,0.093
4.000,4.444,0.808,0.085
4.000,4.444,0.909,0.077
4.000,4.444,1.010,0.070
4.000,4.444,1.111,0.062
4.000,4.444,1.212,0.055
4.000,4.444,1.313,0.049
4.000,4.444,1.414,0.042
4.000,4.444,1.515,0.037
4.000,4.444,1.616,0.031
4.000,4.444,1.717,0.026
4.000,4.444,1.818,0.021
4.000,4.444,1.919,0.017
4.000,4.444,2.020,0.013
4.000,4.444,2.121,0.010
4.000,4.444,2.222,0.007
4.000,4.444,2.323,0.004
4.000,4.444,2.424,0.002
4.000,4.444,2.525,0.001
4.000,4.444,2.626,0.000
4.000,4.444,2.727,0.000
4.000,4.444,2.828,0.000
4.000,4.444,2.929,0.001
4.000,4.444,3.030,0.002
4.000,4.444,3.131,0.004
4.000,4.444,3.232,0.006
4.000,4.444,3.333,0.009
4.000,4.444,3.434,0.013
4.000,4.444,3.535,0.016
4.000,4.444,3.636,0.021
4.000,4.444,3.737,0.025
4.000,4.444,3.838,0.030
4.000,4.444,3.939,0.036
4.000,4.444,4.040,0.042
4.000,4.444,4.141,0.048
4.000,4.444,4.242,0.055
4.000,4.444,4.343,0.062
4.000,4.444,4.444,0.069
4.000,4.444,4.545,0.076
4.000,4.444,4.646,0.084
4.000,4.444,4.747,0.092
4.000,4.444,4.848,0.100
4.000,4.444,4.949,0.108
4.000,4.444,5.051,0.116
4.000,4.444,5.152,0.125
4.000,4.444,5.253,0.133
4.000,4.444,5.354,0.141
4.000,4.444,5.455,0.149
4.000,4.444,5.556,0.158
4.000,4.444,5.657,0.166
4.000,4.444,5.758,0.174
4.000,4.444,5.859,0.182
4.000,4.444,5.960,0.189
4.000,4.444,6.061,0.196
4.000,4.444,6.162,0.204
4.000,4.444,6.263,0.210
4.000,4.444,6.364,0.217
4.000,4.444,6.465,0.223
4.000,4.444,6.566,0.229
4.000,4.444,6.667,0.234
4.000,4.444,6.768,0.239
4.000,4.444,6.869,0.244
4.000,4.444,6.970,0.248
4.000,4.444,7.071,0.251
4.000,4.444,7.172,0.254
4.000,4.444,7.273,0.257
4.000,4.444,7.374,0.259
4.000,4.444,7.475,0.261
4.000,4.444,7.576,0.262
4.000,4.444,7.677,0.262
4.000,4.444,7.778,0.262
4.000,4.444,7.879,0.262
4.000,4.444,7.980,0.261
4.000,4.444,8.081,0.259
4.000,4.444,8.182,0.257
4.000,4.444,8.283,0.255
4.000,4.444,8.384,0.252
4.000,4.444,8.485,0.248
4.000,4.444,8.586,0.244
4.000,4.444,8.687,0.240
4.000,4.444,8.788,0.235
4.000,4.444,8.889,0.229
4.000,4.444,8.990,0.224
4.000,4.444,9.091,0.217
4.000,4.444,9.192,0.211
4.000,4.444,9.293,0.204
4.000,4.444,9.394,0.197
4.000,4.444,9.495,0.190
4.000,4.444,9.596,0.182
4.000,4.444,9.697,0.175
4.000,4.444,9.798,0.167
4.000,4.444,9.899,0.159
4.000,4.444,10.000,0.150
4.000,4.444,10.101,0.142
4.000,4.545,0.101,0.157
4.000,4.545,0.202,0.148
4.000,4.545,0.303,0.139
4.000,4.545,0.404,0.130
4.000,4.545,0.505,0.121
4.000,4.545,0.606,0.112
4.000,4.545,0.707,0.103
4.000,4.545,0.808,0.094
4.000,4.545,0.909,0.085
4.000,4.545,1.010,0.077
4.000,4.545,1.111,0.069
4.000,4.545,1.212,0.061
4.000,4.545,1.313,0.054
4.000,4.545,1.414,0.047
4.000,4.545,1.515,0.040
4.000,4.545,1.616,0.034
4.000,4.545,1.717,0.029
4.000,4.545,1.818,0.023
4.000,4.545,1.919,0.019
4.000,4.545,2.020,0.014
4.000,4.545,2.121,0.011
4.000,4.545,2.222,0.007
4.000,4.545,2.323,0.005
4.000,4.545,2.424,0.003
4.000,4.545,2.525,0.001
4.000,4.545,2.626,0.000
4.000,4.545,2.727,0.000
4.000,4.545,2.828,0.000
4.000,4.545,2.929,0.001
4.000,4.545,3.030,0.003
4.000,4.545,3.131,0.005
4.000,4.545,3.232,0.007
4.000,4.545,3.333,0.010
4.000,4.545,3.434,0.014
4.000,4.545,3.535,0.018
4.000,4.545,3.636,0.023
4.000,4.545,3.737,0.028
4.000,4.545,3.838,0.034
4.000,4.545,3.939,0.040
4.000,4.545,4.040,0.046
4.000,4.545,4.141,0.053
4.000,4.545,4.242,0.061
4.000,4.545,4.343,0.068
4.000,4.545,4.444,0.076
4.000,4.545,4.545,0.085
4.000,4.545,4.646,0.093
4.000,4.545,4.747,0.102
4.000,4.545,4.848,0.111
4.000,4.545,4.949,0.120
4.000,4.545,5.051,0.129
4.000,4.545,5.152,0.138
4.000,4.545,5.253,0.147
4.000,4.545,5.354,0.156
4.000,4.545,5.455,0.166
4.000,4.545,5.556,0.175
4.000,4.545,5.657,0.184
4.000,4.545,5.758,0.193
4.000,4.545,5.859,0.201
4.000,4.545,5.960,0.210
4.000,4.545,6.061,0.218
4.000,4.545,6.162,0.226
4.000,4.545,6.263,0.233
4.000,4.545,6.364,0.240
4.000,4.545,6.465,0.247
4.000,4.545,6.566,0.253
4.000,4.545,6.667,0.259
4.000,4.545,6.768,0.265
4.000,4.545,6.869,0.270
4.000,4.545,6.970,0.274
4.000,4.545,7.071,0.278
4.000,4.545,7.172,0.282
4.000,4.545,7.273,0.285
4.000,4.545,7.374,0.287
4.000,4.545,7.475,0.289
4.000,4.545,7.576,0.290
4.000,4.545,7.677,0.291
4.000,4.545,7.778,0.291
4.000,4.545,7.879,0.290
4.000,4.545,7.980,0.289
4.000,4.545,8.081,0.287
4.000,4.545,8.182,0.285
4.000,4.545,8.283,0.282
4.000,4.545,8.384,0.279
4.000,4.545,8.485,0.275
4.000,4.545,8.586,0.270
4.000,4.545,8.687,0.265
4.000,4.545,8.788,0.260
4.000,4.545,8.889,0.254
4.000,4.545,8.990,0.248
4.000,4.545,9.091,0.241
4.000,4.545,9.192,0.234
4.000,4.545,9.293,0.226
4.000,4.545,9.394,0.219
4.000,4.545,9.495,0.210
4.000,4.545,9.596,0.202
4.000,4.545,9.697,0.193
4.000,4.545,9.798,0.185
4.000,4.545,9.899,0.176
4.000,4.545,10.000,0.167
4.000,4.545,10.101,0.157
4.000,4.646,0.101,0.173
4.000,4.646,0.202,0.163
4.000,4.646,0.303,0.153
4.000,4.646,0.404,0.143
4.000,4.646,0.505,0.133
4.000,4.646,0.606,0.123
4.000,4.646,0.707,0.113
4.000,4.646,0.808,0.103
4.000,4.646,0.909,0.094
4.000,4.646,1.010,0.085
4.000,4.646,1.111,0.076
4.000,4.646,1.212,0.068
4.000,4.646,1.313,0.060
4.000,4.646,1.414,0.052
4.000,4.646,1.515,0.045
4.000,4.646,1.616,0.038
4.000,4.646,1.717,0.031
4.000,4.646,1.818,0.026
4.000,4.646,1.919,0.020
4.000,4.646,2.020,0.016
4.000,4.646,2.121,0.012
4.000,4.646,2.222,0.008
4.000,4.646,2.323,0.005
4.000,4.646,2.424,0.003
4.000,4.646,2.525,0.001
4.000,4.646,2.626,0.000
4.000,4.646,2.727,0.000
4.000,4.646,2.828,0.000
4.000,4.646,2.929,0.001
4.000,4.646,3.030,0.003
4.000,4.646,3.131,0.005
4.000,4.646,3.232,0.008
4.000,4.646,3.333,0.011
